C,Production,NOSDAILY,AEMO,PUBLIC,2018/03/05,15:00:54
I,NOS,TXOUTAGES,1,Region,Station Name,Equipment Name,Equipment Type,KV,Start Time,End Time,Status,Constraint Set ID,2nd/IS Flag,Issues,Recall Time (D),Recall Time (N),Date/Time of Original Inclusion of Outage,Date/Time of Last Change,TNSP Submitted the Outage,Resubmit Reason
D, NOS, TXOUTAGES, 1,QLD1,Gladstone 275kV,Gladstn275-CalliopeRv 8876 275kV LINE,line,275,2018/02/23 14:16:00,2018/04/18 14:00:00,PTP,F-Q_GSTONE1_ZERO,0,,,,2018/02/02 00:00:00,2018/02/23 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Gladstone 275kV,Gladstn275-CalliopeRv 8876 275kV LINE,line,275,2018/02/23 14:16:00,2018/04/18 14:00:00,PTP,Q-GLD1_0,0,,,,2018/02/02 00:00:00,2018/02/23 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Gladstone 275kV,Gladstn275 1 300/16kV XFMR,xfmr2,300/16,2018/02/23 14:16:00,2018/04/18 14:00:00,PTP,F-Q_GSTONE1_ZERO,0,,,,2018/02/02 00:00:00,2018/02/23 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Gladstone 275kV,Gladstn275 1 300/16kV XFMR,xfmr2,300/16,2018/02/23 14:16:00,2018/04/18 14:00:00,PTP,Q-GLD1_0,0,,,,2018/02/02 00:00:00,2018/02/23 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Gladstone Ps 275kV,Gladstn PS-CalliopeRv 8876 275kV LINE,line,275,2018/02/24 06:31:00,2018/04/19 18:30:00,PTP,F-Q_GSTONE1_ZERO,0,,720,900,2018/01/29 00:00:00,2018/02/24 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Gladstone Ps 275kV,Gladstn PS-CalliopeRv 8876 275kV LINE,line,275,2018/02/24 06:31:00,2018/04/19 18:30:00,PTP,Q-GLD1_0,0,,720,900,2018/01/29 00:00:00,2018/02/24 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Greenbank (S003),Greenbank 88882 275kV CB,cb,275,2018/03/14 08:00:00,2018/03/15 15:30:00,MTLTP,,0,,60,120,2018/02/16 00:00:00,2018/02/16 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Greenbank (S003),Greenbank 88252 275kV CB,cb,275,2018/03/14 13:30:00,2018/03/14 16:00:00,MTLTP,,0,,45,,2018/02/08 00:00:00,2018/02/08 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Image Flat 132kV,Image Flat-Cooroy 7189/2 132kV LINE,line,132,2018/03/12 07:00:00,2018/03/12 15:30:00,MTLTP,,0,,60,,2018/02/08 00:00:00,2018/02/08 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Ingham South 132kV,InghamSth 1 132kV BUS,bus,132,2018/03/02 15:00:00,2018/03/05 16:00:00,PTP,,0,,,,2018/03/02 00:00:00,2018/03/03 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Ingham South 132kV,InghamSth 4112 132kV CB,cb,132,2018/03/02 15:00:00,2018/03/05 16:00:00,PTP,,0,,,,2018/03/02 00:00:00,2018/03/03 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Ingham South 132kV,InghamSth-Cardwell 7388 132kV LINE,line,132,2018/03/02 15:00:00,2018/03/05 16:00:00,PTP,,0,,,,2018/03/02 00:00:00,2018/03/03 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Ingham South 132kV,InghamSth 1T 132/66kV XFMR,xfmr2,132/66,2018/03/02 15:00:00,2018/03/05 16:00:00,PTP,,0,,,,2018/03/02 00:00:00,2018/03/03 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Kemmis 132kV,Kemmis 1 132/66kV XFMR,xfmr2,132/66,2018/03/27 08:00:00,2018/03/27 17:00:00,SUBMIT,,0,,90,,2018/03/02 00:00:00,2018/03/02 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Kilkivan 132kV,Kilkivan Woolooga 765 132kV LINE,line,132,2016/11/10 17:01:00,2018/06/01 23:59:00,PTP,,0,,,,2016/11/10 00:00:00,2017/08/08 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Loganlea 275kV,h22_logn. Cplr 5012 cb,cb,275,2018/03/08 14:00:00,2018/03/08 14:30:00,STLTP,,0,,5,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Loganlea 275kV,h22_logn. 5442 cb,cb,275,2018/03/08 14:30:00,2018/03/08 15:00:00,STLTP,,0,,5,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Loganlea 275kV,h22_logn. Cplr 5452 cb,cb,275,2018/03/08 15:00:00,2018/03/08 15:30:00,STLTP,,0,,5,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Loganlea 275kV,h22_logn. Fdr 8292 cb,cb,275,2018/03/08 15:30:00,2018/03/08 16:00:00,STLTP,,0,,5,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Loganlea 275kV,Loganlea Brwns Plns F836 110kV LINE,line,110,2018/05/11 07:00:00,2018/05/11 15:30:00,RESUBMIT,,0,,120,,2018/02/05 00:00:00,2018/03/01 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mackay 132kV,Mackay 4922 132kV CB,cb,132,2016/12/22 13:17:00,2018/12/06 17:00:00,PTP,,0,,,,2016/12/22 00:00:00,2017/12/06 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mackay 132kV,Mackay Pioner Vly 7238 132kV LINE,line,132,2018/03/04 07:00:00,2018/03/05 17:00:00,SUBMIT,,0,,120,,2018/03/05 00:00:00,2018/03/05 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mackay 132kV,Mackay 2 132/33kV XFMR,xfmr2,132/33,2018/03/04 07:00:00,2018/03/05 17:00:00,SUBMIT,,0,,120,,2018/03/05 00:00:00,2018/03/05 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mackay 132kV,Mackay Pioner Vly 7238 132kV LINE,line,132,2018/03/13 07:30:00,2018/03/13 15:00:00,MTLTP,,0,,120,,2018/03/02 00:00:00,2018/03/02 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mackay 132kV,Mackay 2 132/33kV XFMR,xfmr2,132/33,2018/03/13 07:30:00,2018/03/13 15:00:00,MTLTP,,0,,120,,2018/03/02 00:00:00,2018/03/02 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Middle Ridge 275kV,Middle Rdg Yarranlea 734 110kV LINE,line,110,2018/02/18 08:08:00,2018/03/29 12:00:00,PTP,,0,,180,180,2018/02/16 00:00:00,2018/02/18 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Middle Ridge 275kV,h14_mrdg.fdr 7342 cb,cb,110,2018/04/09 09:00:00,2018/04/13 12:00:00,SUBMIT,,0,,180,180,2018/02/14 00:00:00,2018/02/14 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Middle Ridge 275kV,Middle Rdg Yarranlea 734 110kV LINE,line,110,2018/04/09 09:00:00,2018/04/13 12:00:00,SUBMIT,,0,,180,180,2018/02/14 00:00:00,2018/02/14 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Molendinar (H31) 275kV,Molndnr275 5 110kV CAP,cap,110,2015/10/14 07:03:00,2018/06/30 12:00:00,PTP,,0,,,,2015/10/06 00:00:00,2018/01/31 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Molendinar (H31) 275kV,Molndnr275 4852 110kV CB,cb,110,2015/10/14 07:03:00,2018/06/30 12:00:00,PTP,,0,,,,2015/10/06 00:00:00,2018/01/31 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Moranbah 132kV,t34_mrnb.tfmr 4412 cb,cb,132,2018/03/12 08:00:00,2018/03/23 15:00:00,MTLTP,,0,,480,630,2018/02/14 00:00:00,2018/02/14 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Moranbah 132kV,Moranbah 1 132/66kV XFMR,xfmr2,132/66,2018/03/12 08:00:00,2018/03/23 15:00:00,MTLTP,,0,,480,630,2018/02/14 00:00:00,2018/02/14 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Moranbah 132kV,Moranbah Mt Mclaren 7178 132kV LINE,line,132,2018/03/20 07:00:00,2018/03/20 17:00:00,SUBMIT,,0,,240,,2018/02/21 00:00:00,2018/02/21 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Moura 132kV,t27_mra.tfmr 4422 cb,cb,132,2018/03/06 07:00:00,2018/03/09 14:00:00,PDLTP,,0,,120,120,2018/02/05 00:00:00,2018/02/05 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Moura 132kV,t27_mra.tfmr Mr S626 cb,cb,66,2018/03/06 07:00:00,2018/03/09 14:00:00,PDLTP,,0,,120,120,2018/02/05 00:00:00,2018/02/05 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Moura 132kV,Moura 2 132/69kV XFMR,xfmr2,132/69,2018/03/06 07:00:00,2018/03/09 14:00:00,PDLTP,,0,,120,120,2018/02/05 00:00:00,2018/02/05 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Moura 132kV,t27_mra.fdr 71102 cb,cb,132,2018/03/13 07:00:00,2018/03/13 16:00:00,MTLTP,Q-NIL_BI_CAGS_CALV_O,0,,60,,2018/02/13 00:00:00,2018/02/13 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Moura 132kV,Moura Biloela-T 7110/3 132kV LINE,line,132,2018/03/13 07:00:00,2018/03/13 16:00:00,MTLTP,Q-NIL_BI_CAGS_CALV_O,0,,60,,2018/02/13 00:00:00,2018/02/13 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mt Mclaren 132kV,Mt Mclaren 132kV BUS,bus,132,2018/03/20 07:00:00,2018/03/20 17:00:00,SUBMIT,,0,,240,,2018/02/21 00:00:00,2018/02/21 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mt Mclaren 132kV,Mt Mclaren 1 132kV SVC,svc,132,2018/03/20 07:00:00,2018/03/20 17:00:00,SUBMIT,,0,,240,,2018/02/21 00:00:00,2018/02/21 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mt Mclaren 132kV,Mt Mclaren 1 132/50kV XFMR,xfmr2,132/50,2018/03/21 07:00:00,2018/03/21 16:00:00,SUBMIT,,0,,,,2018/03/01 00:00:00,2018/03/01 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mt Mclaren 132kV,Mt Mclaren 2 132/50kV XFMR,xfmr2,132/50,2018/03/21 07:00:00,2018/03/21 16:00:00,SUBMIT,,0,,,,2018/03/01 00:00:00,2018/03/01 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mt Mclaren 132kV,t112_mtm.svc 4812 cb,cb,132,2018/03/28 08:00:00,2018/03/28 16:00:00,SUBMIT,,0,,120,,2018/03/02 00:00:00,2018/03/02 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mt Mclaren 132kV,Mt Mclaren 1 132kV SVC,svc,132,2018/03/28 08:00:00,2018/03/28 16:00:00,SUBMIT,,0,,120,,2018/03/02 00:00:00,2018/03/02 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,h12_mt_e.fdr 88122 cb,cb,275,2018/03/06 08:00:00,2018/03/06 15:00:00,PDLTP,,0,,30,,2018/02/05 00:00:00,2018/02/05 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,Mt England 8372 275kV CB,cb,275,2018/03/07 08:00:00,2018/03/07 15:00:00,STLTP,,0,,15,,2018/02/05 00:00:00,2018/02/05 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,Mt England 88232 275kV CB,cb,275,2018/03/08 08:00:00,2018/03/08 15:00:00,STLTP,,0,,30,,2018/02/06 00:00:00,2018/02/06 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,h12_mt_e.fdr 8022 cb,cb,275,2018/03/09 08:00:00,2018/03/09 15:00:00,STLTP,,0,,30,,2018/02/05 00:00:00,2018/02/05 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,Mt England Tarong 8812 275kV LINE,line,275,2018/03/12 08:00:00,2018/03/12 10:00:00,MTLTP,Q-TRME,0,,30,,2018/02/14 00:00:00,2018/02/19 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,Mt England Greenbank 8823 275kV LINE,line,275,2018/03/12 12:00:00,2018/03/12 14:00:00,MTLTP,,0,,30,,2018/02/14 00:00:00,2018/02/19 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,Mt England Blackwall 802 275kV LINE,line,275,2018/03/12 14:00:00,2018/03/12 15:00:00,MTLTP,,0,,30,,2018/02/14 00:00:00,2018/02/19 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,h12_mt_e.fdr 8252 cb,cb,275,2018/03/20 08:00:00,2018/03/20 15:00:00,SUBMIT,,0,,15,,2018/02/21 00:00:00,2018/02/21 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,Mt England 1 275kV CAP,cap,275,2018/03/21 08:00:00,2018/03/21 11:00:00,SUBMIT,,0,,15,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,Mt England 2 275kV CAP,cap,275,2018/03/21 11:00:00,2018/03/21 15:00:00,SUBMIT,,0,,15,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,Mt England 5042 275kV CB,cb,275,2018/03/22 08:00:00,2018/03/22 11:00:00,SUBMIT,,0,,15,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,h12_mt_e.cplr 5052 cb,cb,275,2018/03/22 11:00:00,2018/03/22 15:00:00,SUBMIT,,0,,15,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Mt. England 275kV,h12_mt_e.cplr 5062 cb,cb,275,2018/03/23 08:00:00,2018/03/23 15:00:00,SUBMIT,,0,,15,,2018/02/27 00:00:00,2018/02/27 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie 2 110kV CAP,cap,110,2017/10/31 08:19:00,2018/03/19 16:00:00,PTP,,0,,480,510,2017/10/09 00:00:00,2018/02/17 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie 4822 110kV CB,cb,110,2017/10/31 08:19:00,2018/03/19 16:00:00,PTP,,0,,480,510,2017/10/09 00:00:00,2018/02/17 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie 4432 110kV CB,cb,110,2018/03/12 07:30:00,2018/03/12 16:00:00,MTLTP,,0,,120,,2018/02/08 00:00:00,2018/02/08 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie 3 275/110kV XFMR,xfmr2,275/110,2018/03/12 07:30:00,2018/03/12 16:00:00,MTLTP,,0,,120,,2018/02/08 00:00:00,2018/02/08 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie 3 110kV BUS,bus,110,2018/03/17 07:00:00,2018/03/17 16:00:00,SUBMIT,,0,,120,,2018/02/20 00:00:00,2018/02/20 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie 3 110kV CAP,cap,110,2018/03/17 07:00:00,2018/03/17 16:00:00,SUBMIT,,0,,120,,2018/02/20 00:00:00,2018/02/20 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie 4122 110kV CB,cb,110,2018/03/17 07:00:00,2018/03/17 16:00:00,SUBMIT,,0,,120,,2018/02/20 00:00:00,2018/02/20 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie 4832 275kV CB,cb,275,2018/03/17 07:00:00,2018/03/17 16:00:00,SUBMIT,,0,,120,,2018/02/20 00:00:00,2018/02/20 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie Doboy 7272 110kV LINE,line,110,2018/03/17 07:00:00,2018/03/17 16:00:00,SUBMIT,,0,,120,,2018/02/20 00:00:00,2018/02/20 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie Lytton 7271 110kV LINE,line,110,2018/03/17 07:00:00,2018/03/17 16:00:00,SUBMIT,,0,,120,,2018/02/20 00:00:00,2018/02/20 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Murarrie 110kV,Murarrie 3 275/110kV XFMR,xfmr2,275/110,2018/03/17 07:00:00,2018/03/17 16:00:00,SUBMIT,,0,,120,,2018/02/20 00:00:00,2018/02/20 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Nebo 132KV,Nebo 132KV 4992 132kV CB,cb,132,2018/03/16 08:00:00,2018/03/16 12:00:00,MTLTP,,0,,60,,2018/02/19 00:00:00,2018/02/19 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Nebo 132KV,Nebo 132KV-Wandoo 7176 132kV LINE,line,132,2018/03/20 07:00:00,2018/03/21 17:00:00,SUBMIT,,0,,,,2018/02/21 00:00:00,2018/02/21 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Nebo 132KV,Nebo-Bollingbrk 7339 132kV LINE,line,132,2018/03/20 07:00:00,2018/03/21 17:00:00,SUBMIT,,0,,,,2018/02/21 00:00:00,2018/02/21 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Nebo 275kV,Nebo 2 275kV CAP,cap,275,2018/02/22 09:30:00,2018/03/23 17:00:00,PTP,,0,,,,2018/01/12 00:00:00,2018/02/23 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Nebo 275kV,h11_nebo. Cap 5822 cb,cb,275,2018/02/22 09:30:00,2018/03/23 17:00:00,PTP,,0,,,,2018/01/12 00:00:00,2018/02/23 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Nebo 275kV,h11_nebo.cplr 5012 cb,cb,275,2018/03/14 08:00:00,2018/03/15 17:00:00,MTLTP,,0,,120,120,2018/02/14 00:00:00,2018/02/14 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Nebo 275kV,Nebo 88462 275kV CB,cb,275,2018/03/21 07:00:00,2018/03/21 17:00:00,SUBMIT,,0,,120,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Nebo 275kV,h11_nebo.react 8212/1 cb,cb,275,2018/03/21 08:00:00,2018/03/21 17:00:00,SUBMIT,,0,,30,,2018/02/21 00:00:00,2018/02/21 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Nebo 275kV,Nebo 821 275kV REACT,react,275,2018/03/21 08:00:00,2018/03/21 17:00:00,SUBMIT,,0,,30,,2018/02/21 00:00:00,2018/02/21 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Nebo 275kV,Nebo 1 275kV BUS,bus,275,2019/03/02 15:00:00,2019/03/02 16:00:00,RESUBMIT,,0,,30,,2017/09/18 00:00:00,2017/12/01 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Nerang 110kV,Nerang 2 110/11kV XFMR,xfmr2,110/11,2018/03/22 06:30:00,2018/03/25 11:00:00,SUBMIT,,0,,480,480,2018/03/02 00:00:00,2018/03/02 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Oakey 110kV (T189),Oakey 4 110/33kV XFMR,xfmr2,110/33,2018/02/12 07:00:00,2018/03/09 16:00:00,PTP,,0,,360,480,2018/01/18 00:00:00,2018/02/22 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Oakey 110kV (T189),Oakey 3 110/33kV XFMR,xfmr2,110/33,2018/03/20 08:30:00,2018/03/21 16:00:00,SUBMIT,,0,,240,360,2018/02/21 00:00:00,2018/02/21 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Oakey 110kV (T189),Oakey 72472 110kV CB,cb,110,2018/04/02 10:00:00,2018/04/24 14:00:00,SUBMIT,,0,,,,2018/03/02 00:00:00,2018/03/02 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Oakey Power Station,oakey_ps. Gen 11bac01gs001 cb,cb,10,2018/04/02 10:00:00,2018/04/24 14:00:00,SUBMIT,,0,,,,2018/03/02 00:00:00,2018/03/02 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Oakey Power Station,Oakey PS 1 115/10kV XFMR,xfmr2,115/10,2018/04/02 10:00:00,2018/04/24 14:00:00,SUBMIT,,0,,,,2018/03/02 00:00:00,2018/03/02 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Pioneer Valley 132kV,Pioner Vly 3422 66kV CB,cb,66,2018/03/06 07:30:00,2018/03/06 15:00:00,PDLTP,,0,,90,,2018/02/13 00:00:00,2018/02/13 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Pioneer Valley 132kV,Pioner Vly 4422 132kV CB,cb,132,2018/03/06 07:30:00,2018/03/06 15:00:00,PDLTP,,0,,90,,2018/02/13 00:00:00,2018/02/13 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Pioneer Valley 132kV,Pioner Vly 2 132/66/11kV XFMR,xfmr3,132/66/11,2018/03/06 07:30:00,2018/03/06 15:00:00,PDLTP,,0,,90,,2018/02/13 00:00:00,2018/02/13 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Pioneer Valley 132kV,Pioner Vly-Mackay 7451 132kV LINE,line,132,2018/03/22 08:00:00,2018/03/22 15:00:00,SUBMIT,,0,,90,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Pioneer Valley 132kV,t141_pva.bs 4112 cb,cb,132,2018/03/23 08:00:00,2018/03/23 17:00:00,SUBMIT,,0,,90,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Qal  (qld. Aluminium) 132kV,Qal-Qld Almn W 7102/2 132kV LINE,line,132,2018/04/04 08:00:00,2018/04/04 12:00:00,SUBMIT,,0,,30,,2018/03/05 00:00:00,2018/03/05 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Qal  (qld. Aluminium) 132kV,Qal Qld Almn W 7103/2 132kV LINE,line,132,2018/04/04 12:30:00,2018/04/04 16:00:00,SUBMIT,,0,,30,,2018/03/05 00:00:00,2018/03/05 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Queensland Alumina West,Qld Almn W 6 132/11kV XFMR,xfmr2,132/11,2018/04/04 08:00:00,2018/04/04 12:00:00,SUBMIT,,0,,30,,2018/03/05 00:00:00,2018/03/05 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Queensland Alumina West,Qld Almn W 7 132/11kV XFMR,xfmr2,132/11,2018/04/04 12:30:00,2018/04/04 16:00:00,SUBMIT,,0,,30,,2018/03/05 00:00:00,2018/03/05 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Redbank Plains 110kV,t80_redb.bs 4112 cb,cb,110,2018/03/20 08:00:00,2018/03/20 16:00:00,SUBMIT,,0,,60,,2018/02/26 00:00:00,2018/02/26 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Redbank Plains 110kV,t80_redb.fdr 7172 cb,cb,110,2018/03/21 08:00:00,2018/03/21 16:00:00,SUBMIT,,0,,60,,2018/02/26 00:00:00,2018/02/26 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Redbank Plains 110kV,RedBk Plns 72962 110kV CB,cb,110,2018/03/22 08:00:00,2018/03/22 16:00:00,SUBMIT,,0,,60,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Redbank Plains 110kV,RedBk Plns Goodna 7296 110kV LINE,line,110,2018/03/22 08:00:00,2018/03/22 16:00:00,SUBMIT,,0,,60,,2018/02/23 00:00:00,2018/02/23 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Rockhampton 132kV,Rockhamptn 1 132/69kV XFMR,xfmr2,132/69,2018/03/14 07:00:00,2018/03/14 16:00:00,MTLTP,,0,,60,,2018/02/13 00:00:00,2018/02/13 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Rocklands 132kV,Rocklnds-Bouldercmb 7170 132kV LINE,line,132,2018/03/15 06:30:00,2018/03/15 17:00:00,MTLTP,,0,,60,,2018/02/19 00:00:00,2018/02/19 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Rocklea 275kV,Rocklea 78172 110kV CB,cb,110,2018/03/06 07:00:00,2018/03/06 17:00:00,PDLTP,,0,,60,,2018/02/05 00:00:00,2018/02/05 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Rocklea 275kV,Rocklea-Archerfld F817 110kV LINE,line,110,2018/03/06 07:00:00,2018/03/06 17:00:00,PDLTP,,0,,60,,2018/02/05 00:00:00,2018/02/05 00:00:00,Powerlink,Information Update
D, NOS, TXOUTAGES, 1,QLD1,Rocklea 275kV,Rocklea 78182 110kV CB,cb,110,2018/03/07 07:00:00,2018/03/07 17:00:00,STLTP,,0,,60,,2018/02/05 00:00:00,2018/02/05 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Rocklea 275kV,Rocklea-Archerfld F818 110kV LINE,line,110,2018/03/07 07:00:00,2018/03/07 17:00:00,STLTP,,0,,60,,2018/02/05 00:00:00,2018/02/05 00:00:00,Powerlink,
D, NOS, TXOUTAGES, 1,QLD1,Rocklea 275kV,Rocklea 79052 110kV CB,cb,110,2018/03/10 07:00:00,2018/03/10 17:00:00,STLTP,,0,,60,,2018/02/06 00:00:00,2018/02/06 00:00:00,Powerlink,Information Update
