C,Production,NOSDAILY,AEMO,PUBLIC,2018/03/05,15:00:54
I,NOS,TXOUTAGES,1,Region,Station Name,Equipment Name,Equipment Type,KV,Start Time,End Time,Status,Constraint Set ID,2nd/IS Flag,Issues,Recall Time (D),Recall Time (N),Date/Time of Original Inclusion of Outage,Date/Time of Last Change,TNSP Submitted the Outage,Resubmit Reason
D, NOS, TXOUTAGES, 1,SA1,Mt Gambier 132kV,MT_GAM 6088 132kV CB,cb,132,2018/05/19 08:00:00,2018/05/19 17:00:00,SUBMIT,,0,,120,,2018/02/09 00:00:00,2018/02/09 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Mt Gambier 132kV,Mt_Gambier 6009 132kV CB,cb,132,2018/05/19 08:00:00,2018/05/19 17:00:00,SUBMIT,,0,,120,,2018/02/09 00:00:00,2018/02/09 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Mt Gambier 132kV,Mt_Gambier South_East 132kV LINE,line,132,2018/05/19 08:00:00,2018/05/19 17:00:00,SUBMIT,,0,,120,,2018/02/09 00:00:00,2018/02/09 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Mt Gambier 132kV,Mt_Gambier 2 132/33/11kV XFMR,xfmr3,132/33/11,2018/05/19 08:00:00,2018/05/19 17:00:00,SUBMIT,,0,,120,,2018/02/09 00:00:00,2018/02/09 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Mt Millar 132kV,MtMillar 6026 132kV CB,cb,132,2018/04/17 08:00:00,2018/04/20 17:30:00,MTLTP,,0,,300,600,2018/01/10 00:00:00,2018/01/10 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Mt Millar 132kV,MtMillar 132/33/11kV XFMR,xfmr3,132/33/11,2018/04/17 08:00:00,2018/04/20 17:30:00,MTLTP,,0,,300,600,2018/01/10 00:00:00,2018/01/10 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Munno Para,Munno 8011 275kV CB,cb,275,2018/04/26 09:00:00,2018/04/26 12:00:00,MTLTP,,0,,60,60,2018/01/15 00:00:00,2018/01/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Munno Para,Munno 8013 275kV CB,cb,275,2018/04/26 12:00:00,2018/04/26 15:30:00,MTLTP,,0,,60,60,2018/01/15 00:00:00,2018/01/15 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Munno Para,Munno 8015 275kV CB,cb,275,2018/04/27 09:00:00,2018/04/27 11:30:00,MTLTP,,0,,60,60,2018/01/15 00:00:00,2018/01/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Munno Para,Munno 8011 275kV CB,cb,275,2018/05/14 09:00:00,2018/05/15 16:00:00,SUBMIT,,0,,120,240,2018/03/01 00:00:00,2018/03/01 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Munno Para,Munno 8013 275kV CB,cb,275,2018/05/14 09:00:00,2018/05/15 16:00:00,SUBMIT,,0,,120,240,2018/03/01 00:00:00,2018/03/01 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Munno Para,Munno 8015 275kV CB,cb,275,2018/05/14 09:00:00,2018/05/15 16:00:00,SUBMIT,,0,,120,240,2018/03/01 00:00:00,2018/03/01 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Munno Para,Munno-BlythW 275kV LINE,line,275,2018/05/14 09:00:00,2018/05/15 16:00:00,SUBMIT,,0,,120,240,2018/03/01 00:00:00,2018/03/01 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Munno Para,Munno Para 1 275/66kV XFMR,xfmr2,275/66,2018/05/14 09:00:00,2018/05/15 16:00:00,SUBMIT,,0,,120,240,2018/03/01 00:00:00,2018/03/01 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5537 66kV CB,cb,66,2018/03/19 07:00:00,2018/03/23 07:00:00,MTLTP,,0,,720,,2018/01/19 00:00:00,2018/01/19 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,New_Osborn 2 66kV BUS,bus,66,2018/03/23 07:00:00,2018/03/23 09:00:00,MTLTP,S-NO_66BUS_2,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5530 66kV CB,cb,66,2018/03/23 07:00:00,2018/03/23 09:00:00,MTLTP,S-NO_66BUS_2,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5532 66kV CB,cb,66,2018/03/23 07:00:00,2018/03/23 09:00:00,MTLTP,S-NO_66BUS_2,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5536 66kV CB,cb,66,2018/03/23 07:00:00,2018/03/23 09:00:00,MTLTP,S-NO_66BUS_2,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5537 66kV CB,cb,66,2018/03/23 07:00:00,2018/03/23 09:00:00,MTLTP,S-NO_66BUS_2,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5536 66kV CB,cb,66,2018/03/24 07:00:00,2018/03/28 07:00:00,MTLTP,,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,New_Osborn 2 66kV BUS,bus,66,2018/03/28 07:00:00,2018/03/28 09:00:00,MTLTP,S-NO_66BUS_2,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5530 66kV CB,cb,66,2018/03/28 07:00:00,2018/03/28 09:00:00,MTLTP,S-NO_66BUS_2,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5532 66kV CB,cb,66,2018/03/28 07:00:00,2018/03/28 09:00:00,MTLTP,S-NO_66BUS_2,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5536 66kV CB,cb,66,2018/03/28 07:00:00,2018/03/28 09:00:00,MTLTP,S-NO_66BUS_2,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5537 66kV CB,cb,66,2018/03/28 07:00:00,2018/03/28 09:00:00,MTLTP,S-NO_66BUS_2,0,,720,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5532 66kV CB,cb,66,2018/04/09 06:30:00,2018/04/12 14:30:00,MTLTP,F-S_OSBGT_ZERO,0,,,,2018/02/13 00:00:00,2018/02/13 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,N_OSBN 5532 66kV CB,cb,66,2018/04/09 06:30:00,2018/04/12 14:30:00,MTLTP,S-OSBNO1,0,,,,2018/02/13 00:00:00,2018/02/13 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,New_Osborn Osborn_Cgn 1 66kV LINE,line,66,2018/04/09 06:30:00,2018/04/12 14:30:00,MTLTP,F-S_OSBGT_ZERO,0,,,,2018/02/13 00:00:00,2018/02/13 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,New Osborne 66kV,New_Osborn Osborn_Cgn 1 66kV LINE,line,66,2018/04/09 06:30:00,2018/04/12 14:30:00,MTLTP,S-OSBNO1,0,,,,2018/02/13 00:00:00,2018/02/13 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_B 6021 132kV CB,cb,132,2018/04/11 09:00:00,2018/04/11 12:30:00,MTLTP,,0,,60,,2018/01/12 00:00:00,2018/01/12 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_B 6033 132kV CB,cb,132,2018/04/11 12:30:00,2018/04/11 16:00:00,MTLTP,,0,,60,,2018/01/12 00:00:00,2018/02/02 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_B 5172 66kV CB,cb,66,2018/04/12 09:00:00,2018/04/13 16:00:00,MTLTP,,0,,60,,2018/02/21 00:00:00,2018/02/21 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_Bend 1 132/66/11kV XFMR,xfmr3,132/66/11,2018/04/12 09:00:00,2018/04/13 16:00:00,MTLTP,,0,,60,,2018/02/21 00:00:00,2018/02/21 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_B 6021 132kV CB,cb,132,2018/04/17 09:00:00,2018/04/19 15:30:00,MTLTP,,0,,240,540,2018/01/15 00:00:00,2018/01/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_Bend 6225 132kV CB,cb,132,2018/04/17 09:00:00,2018/04/19 15:30:00,MTLTP,,0,,240,540,2018/01/15 00:00:00,2018/01/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_B 6022 132kV CB,cb,132,2018/04/20 09:00:00,2018/04/22 17:30:00,MTLTP,,0,,240,540,2018/01/15 00:00:00,2018/01/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_B 6023 132kV CB,cb,132,2018/04/20 09:00:00,2018/04/22 17:30:00,MTLTP,,0,,240,540,2018/01/15 00:00:00,2018/01/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_B 6021 132kV CB,cb,132,2018/05/27 09:00:00,2018/05/27 15:30:00,SUBMIT,,0,,120,,2018/02/07 00:00:00,2018/02/07 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_B 6025 132kV CB,cb,132,2018/05/28 12:30:00,2018/05/28 16:00:00,SUBMIT,,0,,60,,2018/02/07 00:00:00,2018/02/07 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,North West Bend 132kV,N_W_B 6025 132kV CB,cb,132,2018/05/29 09:00:00,2018/05/29 15:30:00,SUBMIT,,0,,120,,2018/02/07 00:00:00,2018/02/07 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Northfield 275kV,Northfield 6550 275kV CB,cb,275,2018/03/15 07:30:00,2018/03/15 12:00:00,MTLTP,,0,,60,,2017/12/18 00:00:00,2017/12/18 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Northfield 275kV,Northfield 6559 275kV CB,cb,275,2018/03/15 12:00:00,2018/03/15 15:30:00,MTLTP,,0,,60,,2017/12/18 00:00:00,2017/12/18 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Northfield 275kV,NORTHF 6557 275kV CB,cb,275,2018/04/09 09:00:00,2018/04/12 15:30:00,MTLTP,,0,,360,540,2018/01/31 00:00:00,2018/01/31 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Northfield 275kV,NORTHF 6558 275kV CB,cb,275,2018/04/09 09:00:00,2018/04/12 15:30:00,MTLTP,,0,,360,540,2018/01/31 00:00:00,2018/01/31 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Northfield 275kV,Northfield 8 275/66kV XFMR,xfmr2,275/66,2018/04/09 09:00:00,2018/04/12 15:30:00,MTLTP,,0,,360,540,2018/01/31 00:00:00,2018/01/31 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Northfield 275kV,Northfield 6559 275kV CB,cb,275,2018/04/11 09:00:00,2018/04/11 16:00:00,MTLTP,,0,,120,,2018/02/01 00:00:00,2018/02/01 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Northfield 275kV,NORTHF 6556 275kV CB,cb,275,2018/05/22 09:00:00,2018/05/22 14:30:00,SUBMIT,,0,,120,,2018/01/31 00:00:00,2018/01/31 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Northfield 275kV,Northfield 6550 275kV CB,cb,275,2018/05/22 09:00:00,2018/05/22 14:30:00,SUBMIT,,0,,120,,2018/01/31 00:00:00,2018/01/31 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6116 132kV CB,cb,132,2018/03/05 08:00:00,2018/03/05 17:00:00,PTP,S-PAMO,0,,480,,2018/02/02 00:00:00,2018/03/05 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6117 132kV CB,cb,132,2018/03/05 08:00:00,2018/03/05 17:00:00,PTP,S-PAMO,0,,480,,2018/02/02 00:00:00,2018/03/05 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV Angas_Ck 132kV LINE,line,132,2018/03/05 08:00:00,2018/03/05 17:00:00,PTP,S-PAMO,0,,480,,2018/02/02 00:00:00,2018/03/05 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6518 275kV CB,cb,275,2018/03/13 08:00:00,2018/03/13 14:30:00,MTLTP,,0,,120,,2017/12/18 00:00:00,2017/12/18 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6520 275kV CB,cb,275,2018/03/14 07:30:00,2018/03/15 16:00:00,MTLTP,,0,,120,,2017/03/28 00:00:00,2018/02/15 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6518 275kV CB,cb,275,2018/03/14 08:00:00,2018/03/14 14:30:00,MTLTP,,0,,120,,2017/12/18 00:00:00,2017/12/18 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6519 275kV CB,cb,275,2018/03/15 08:00:00,2018/03/15 14:30:00,MTLTP,,0,,120,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6519 275kV CB,cb,275,2018/03/16 08:00:00,2018/03/16 14:30:00,MTLTP,,0,,120,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6517 275kV CB,cb,275,2018/03/19 08:00:00,2018/03/19 14:30:00,MTLTP,,0,,120,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6517 275kV CB,cb,275,2018/03/20 08:00:00,2018/03/20 14:30:00,MTLTP,,0,,120,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV 61 275kV CAP,cap,275,2018/03/21 10:00:00,2018/03/21 12:00:00,MTLTP,,0,,60,,2017/11/29 00:00:00,2017/11/29 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6520 275kV CB,cb,275,2018/03/27 07:30:00,2018/03/27 09:30:00,MTLTP,,0,,60,,2017/12/15 00:00:00,2017/12/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6517 275kV CB,cb,275,2018/03/27 10:00:00,2018/03/27 12:00:00,MTLTP,,0,,60,,2017/12/15 00:00:00,2017/12/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6518 275kV CB,cb,275,2018/03/27 12:30:00,2018/03/27 14:30:00,MTLTP,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6520 275kV CB,cb,275,2018/03/28 07:30:00,2018/03/28 09:30:00,MTLTP,,0,,60,,2018/02/08 00:00:00,2018/02/08 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6517 275kV CB,cb,275,2018/03/28 10:00:00,2018/03/28 12:00:00,MTLTP,,0,,60,,2018/02/08 00:00:00,2018/02/08 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV 61 275kV CAP,cap,275,2018/03/29 08:00:00,2018/03/29 15:00:00,MTLTP,,0,,60,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6599 275kV CB,cb,275,2018/03/29 08:00:00,2018/03/29 15:00:00,MTLTP,,0,,60,,2018/01/22 00:00:00,2018/01/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6601 275kV CB,cb,275,2018/04/09 08:30:00,2018/04/09 17:00:00,MTLTP,S-PA_VC1,0,,240,,2018/01/29 00:00:00,2018/01/29 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 8034 275kV CB,cb,275,2018/04/09 08:30:00,2018/04/09 17:00:00,MTLTP,S-PA_VC1,0,,240,,2018/01/29 00:00:00,2018/01/29 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV 1 275kV SVC,svc,275,2018/04/09 08:30:00,2018/04/09 17:00:00,MTLTP,S-PA_VC1,0,,240,,2018/01/29 00:00:00,2018/01/29 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV Angas_Ck 132kV LINE,line,132,2018/04/30 08:00:00,2018/04/30 17:30:00,MTLTP,S-PAMO,0,,120,,2018/01/29 00:00:00,2018/01/29 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV Angas_Ck 132kV LINE,line,132,2018/05/01 08:00:00,2018/05/01 17:30:00,MTLTP,S-PAMO,0,,120,,2018/01/29 00:00:00,2018/01/29 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV Angas_Ck 132kV LINE,line,132,2018/05/02 08:00:00,2018/05/02 17:30:00,MTLTP,S-PAMO,0,,120,,2018/01/29 00:00:00,2018/01/29 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6116 132kV CB,cb,132,2018/05/14 08:00:00,2018/05/16 12:30:00,SUBMIT,,0,,1440,1440,2018/02/14 00:00:00,2018/02/14 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6117 132kV CB,cb,132,2018/05/14 08:00:00,2018/05/16 12:30:00,SUBMIT,,0,,1440,1440,2018/02/14 00:00:00,2018/02/14 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV Angas_Ck 132kV LINE,line,132,2018/05/14 08:00:00,2018/05/16 12:30:00,SUBMIT,,0,,1440,1440,2018/02/14 00:00:00,2018/02/14 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6510 275kV CB,cb,275,2018/05/14 09:00:00,2018/05/15 16:00:00,SUBMIT,,0,,120,240,2018/03/01 00:00:00,2018/03/01 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6511 275kV CB,cb,275,2018/05/14 09:00:00,2018/05/15 16:00:00,SUBMIT,,0,,120,240,2018/03/01 00:00:00,2018/03/01 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para-Munno 275kV LINE,line,275,2018/05/14 09:00:00,2018/05/15 16:00:00,SUBMIT,,0,,120,240,2018/03/01 00:00:00,2018/03/01 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV Angas_Ck 132kV LINE,line,132,2018/05/16 12:30:00,2018/05/18 08:00:00,SUBMIT,,0,,1440,1440,2018/02/14 00:00:00,2018/02/14 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6520 275kV CB,cb,275,2018/05/17 08:30:00,2018/05/17 10:30:00,SUBMIT,,0,,60,,2017/12/15 00:00:00,2017/12/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6517 275kV CB,cb,275,2018/05/17 11:00:00,2018/05/17 13:00:00,SUBMIT,,0,,60,,2017/12/15 00:00:00,2017/12/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6518 275kV CB,cb,275,2018/05/17 13:30:00,2018/05/17 15:30:00,SUBMIT,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV Angas_Ck 132kV LINE,line,132,2018/05/18 08:00:00,2018/05/18 12:30:00,SUBMIT,,0,,1440,1440,2018/02/14 00:00:00,2018/02/14 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV Angas_Ck 132kV LINE,line,132,2018/05/18 12:30:00,2018/05/21 08:00:00,SUBMIT,,0,,1440,1440,2018/02/14 00:00:00,2018/02/14 00:00:00,ElectraNet,Information Update
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,Para 275kV Angas_Ck 132kV LINE,line,132,2018/05/21 08:00:00,2018/05/25 17:30:00,SUBMIT,,0,,2880,2880,2018/02/14 00:00:00,2018/02/14 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6520 275kV CB,cb,275,2018/07/24 08:30:00,2018/07/24 10:30:00,SUBMIT,,0,,60,,2018/02/08 00:00:00,2018/02/08 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6517 275kV CB,cb,275,2018/07/24 11:00:00,2018/07/24 13:00:00,SUBMIT,,0,,60,,2018/02/08 00:00:00,2018/02/08 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6520 275kV CB,cb,275,2018/10/04 08:30:00,2018/10/04 10:30:00,SUBMIT,,0,,60,,2018/02/08 00:00:00,2018/02/08 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6517 275kV CB,cb,275,2018/10/04 11:00:00,2018/10/04 13:00:00,SUBMIT,,0,,60,,2018/02/16 00:00:00,2018/02/16 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6520 275kV CB,cb,275,2018/11/27 07:30:00,2018/11/27 09:30:00,SUBMIT,,0,,60,,2017/12/15 00:00:00,2017/12/15 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6517 275kV CB,cb,275,2018/11/27 10:00:00,2018/11/27 12:00:00,SUBMIT,,0,,60,,2017/12/22 00:00:00,2017/12/22 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Para 275kV,PARA 6518 275kV CB,cb,275,2018/11/27 12:30:00,2018/11/27 14:30:00,SUBMIT,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,PGWEST 6579 275kV CB,cb,275,2018/03/14 07:30:00,2018/03/14 09:30:00,MTLTP,,0,,60,,2018/01/17 00:00:00,2018/01/17 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,PGWEST 6581 275kV CB,cb,275,2018/03/14 10:00:00,2018/03/14 12:00:00,MTLTP,,0,,60,,2018/01/17 00:00:00,2018/01/17 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,Prfd_Gdn_W 6582 275kV CB,cb,275,2018/03/14 12:30:00,2018/03/14 14:30:00,MTLTP,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,PGWEST 6579 275kV CB,cb,275,2018/05/18 08:30:00,2018/05/18 10:30:00,SUBMIT,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,PGWEST 6581 275kV CB,cb,275,2018/05/18 11:00:00,2018/05/18 13:00:00,SUBMIT,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,Prfd_Gdn_W 6582 275kV CB,cb,275,2018/05/18 13:30:00,2018/05/18 15:30:00,SUBMIT,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,PGWEST 6581 275kV CB,cb,275,2018/06/19 11:00:00,2018/06/19 13:00:00,SUBMIT,,0,,60,,2018/02/08 00:00:00,2018/02/08 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,Prfd_Gdn_W 6582 275kV CB,cb,275,2018/06/19 13:30:00,2018/06/19 15:30:00,SUBMIT,,0,,60,,2018/02/08 00:00:00,2018/02/08 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,PGWEST 6581 275kV CB,cb,275,2018/07/25 11:00:00,2018/07/25 13:00:00,SUBMIT,,0,,60,,2018/02/08 00:00:00,2018/02/08 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,Prfd_Gdn_W 6582 275kV CB,cb,275,2018/07/25 13:30:00,2018/07/25 15:30:00,SUBMIT,,0,,60,,2018/02/08 00:00:00,2018/02/08 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,PGWEST 6579 275kV CB,cb,275,2018/10/31 07:30:00,2018/10/31 09:30:00,SUBMIT,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,PGWEST 6581 275kV CB,cb,275,2018/10/31 10:00:00,2018/10/31 12:00:00,SUBMIT,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,Prfd_Gdn_W 6582 275kV CB,cb,275,2018/10/31 12:30:00,2018/10/31 14:30:00,SUBMIT,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
D, NOS, TXOUTAGES, 1,SA1,Parafield Gardens West 275kV,PGWEST 6579 275kV CB,cb,275,2018/11/08 07:30:00,2018/11/08 09:30:00,SUBMIT,,0,,60,,2017/12/21 00:00:00,2017/12/21 00:00:00,ElectraNet,
